Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,Review Count Range,combined_text,cleaned_text,cluster
Hitchhiker's Guide to the Galaxy,Douglas Adams,4.5,2449,323.0,"A much loved science-fiction classic, this entertaining intergalactic adventure has a lot going for it - including narration by British comedian Stephen Fry. Adams displays his talents for a creating a whole new world in this first of five audiobooks in the Hitchhiker's Guide to the Galaxy series. Packed with brilliant humour, extraordinary characters and a highly original storyline, it's no wonder that this novel is a favourite of so many. ",-60.0,LGBT Biographies,999,1001-5000,"Hitchhiker's Guide to the Galaxy A much loved science-fiction classic, this entertaining intergalactic adventure has a lot going for it - including narration by British comedian Stephen Fry. Adams displays his talents for a creating a whole new world in this first of five audiobooks in the Hitchhiker's Guide to the Galaxy series. Packed with brilliant humour, extraordinary characters and a highly original storyline, it's no wonder that this novel is a favourite of so many. ",hitchhiker guide galaxy much loved sciencefiction classic entertaining intergalactic adventure lot going including narration british comedian stephen fry adam display talent creating whole new world first five audiobooks hitchhiker guide galaxy series packed brilliant humour extraordinary character highly original storyline wonder novel favourite many,0
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,4.5,4243,1093.0,Brought to you by Penguin.,522.0,Society & Culture,29,1001-5000,Talking to Strangers: What We Should Know About the People We Don’t Know Brought to you by Penguin.,talking stranger know people dont know brought penguin,3
"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex",John Gray,4.5,3935,13345.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,1001-5000,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",men mar woman venus classic guide understanding opposite sex sorry need make sure youre robot best result please make sure browser accepting cooky,1
Autobiography of a Yogi,Paramahansa Yogananda,4.6,2233,1126.0," This audio edition, featuring Academy Award winner Ben Kingsley's masterful narration, contains the complete text of Paramahansa Yogananda's life story, an absorbing account of a singular search for Truth. Yogananda describes his experiences with modern-day saints and illuminated masters of India, and presents a definitive introduction to the whole science and philosophy of Yoga.",-60.0,Stocks,999,1001-5000,"Autobiography of a Yogi  This audio edition, featuring Academy Award winner Ben Kingsley's masterful narration, contains the complete text of Paramahansa Yogananda's life story, an absorbing account of a singular search for Truth. Yogananda describes his experiences with modern-day saints and illuminated masters of India, and presents a definitive introduction to the whole science and philosophy of Yoga.",autobiography yogi audio edition featuring academy award winner ben kingsleys masterful narration contains complete text paramahansa yoganandas life story absorbing account singular search truth yogananda describes experience modernday saint illuminated master india present definitive introduction whole science philosophy yoga,0
Hit Refresh,Satya Nadella,4.4,837,13442.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,501-1000,"Hit Refresh Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",hit refresh sorry need make sure youre robot best result please make sure browser accepting cooky,1
A Gentleman in Moscow,Amor Towles,4.6,16239,873.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,5001-20000,"A Gentleman in Moscow 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",gentleman moscow oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
A Game of Thrones: Book 1 of A Song of Ice and Fire,George R. R. Martin,4.7,13129,18149.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,5001-20000,"A Game of Thrones: Book 1 of A Song of Ice and Fire Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",game throne book song ice fire sorry need make sure youre robot best result please make sure browser accepting cooky,1
The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,4.6,2706,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,1001-5000,"The 10X Rule: The Only Difference Between Success and Failure Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",x rule difference success failure sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,4.6,1884,11862.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,1001-5000,"The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",hard thing hard thing building business easy answer sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Bhagavad Gita,Eknath Easwaran,4.7,1988,280.0,"The Bhagavad Gita, ""The Song of the Lord"", is the best known of all the Indian scriptures, and Easwaran's reliable and accessible version has consistently been the best-selling translation. Easwaran's introduction places the Gita in its historical setting and brings out the universality and timelessness of its teachings. Chapter introductions give clear explanations of key concepts in that chapter. To listen to the scripture without the introductions, listeners should start at track 044. The Bhagavad Gita opens dramatically on a battlefield, as the warrior Arjuna turns in anguish to his spiritual guide, Sri Krishna, for answers to the fundamental questions of life. But as Easwaran points out, the Gita is not what it seems - it's not a dialogue between two mythical figures at the dawn of Indian history. ""The battlefield is a perfect backdrop, but the Gita's subject is the war within, the struggle for self-mastery that every human being must wage"" to live a life that is meaningful, fulfilling, and worthwhile. This audio recording is a complete and unabridged reading of Eknath Easwaran's book The Bhagavad Gita. ",-60.0,Philosophy,999,1001-5000,"The Bhagavad Gita The Bhagavad Gita, ""The Song of the Lord"", is the best known of all the Indian scriptures, and Easwaran's reliable and accessible version has consistently been the best-selling translation. Easwaran's introduction places the Gita in its historical setting and brings out the universality and timelessness of its teachings. Chapter introductions give clear explanations of key concepts in that chapter. To listen to the scripture without the introductions, listeners should start at track 044. The Bhagavad Gita opens dramatically on a battlefield, as the warrior Arjuna turns in anguish to his spiritual guide, Sri Krishna, for answers to the fundamental questions of life. But as Easwaran points out, the Gita is not what it seems - it's not a dialogue between two mythical figures at the dawn of Indian history. ""The battlefield is a perfect backdrop, but the Gita's subject is the war within, the struggle for self-mastery that every human being must wage"" to live a life that is meaningful, fulfilling, and worthwhile. This audio recording is a complete and unabridged reading of Eknath Easwaran's book The Bhagavad Gita. ",bhagavad gita bhagavad gita song lord best known indian scripture easwarans reliable accessible version consistently bestselling translation easwarans introduction place gita historical setting brings universality timelessness teaching chapter introduction give clear explanation key concept chapter listen scripture without introduction listener start track bhagavad gita open dramatically battlefield warrior arjuna turn anguish spiritual guide sri krishna answer fundamental question life easwaran point gita seems dialogue two mythical figure dawn indian history battlefield perfect backdrop gita subject war within struggle selfmastery every human must wage live life meaningful fulfilling worthwhile audio recording complete unabridged reading eknath easwarans book bhagavad gita,0
