Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank
The Compound Effect: Multiply Your Success One Simple Step at a Time,Darren Hardy,4.7,3936,608.0,"The Compound Effect contains the essence of what every super achiever needs to know, practice, and master to obtain extraordinary success. Inside you will hear strategies on:",284.0,Mentoring & Coaching,1
Asura: Tale of the Vanquished: The Story of Ravana and His People,Anand Neelakantan,4.2,1039,1003.0,The epic tale of victory and defeat,1097.0,Hinduism,9
Do Kadam Aur Sahi [Two Steps and Right],Rahat Indori,4.6,98,501.0,"Do Kadam Aur Sahi is an excellent compilation of selected poems by the renowned Urdu poet Rahat Indoori. The compiler, Sachin Chaudhary, has named the collection as ‘selected pearls of the ocean’. The magic that flows from the pen of Rahat Indauri gives a different feeling.",214.0,Poetry,1
The Forty Rules of Love,Elif Shafak,4.6,2343,752.0,"Penguin presents the audiobook edition of The Forty Rules of Love by Elif Shafak, read by George Blagden.",715.0,Historical Fiction,3
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.6,2411,15817.0,"Built to Last, the defining management study of the '90s, showed how great companies triumph over time and how long-term sustained performance can be engineered into the DNA of an enterprise from the very beginning. ",601.0,Business Management,4
Satya Ke Sath Mere Prayog [My Experiment with Truth]: Meri Atmakatha [My Autobiography],M. K. Gandhi,4.2,154,1171.0,"What I want to achieve - what I have been striving and pining to achieve these 30 years - is self-realization, to see God face to face, to attain moksha. ",1374.0,Biographies of Activists,2
Peppa Pig: Bedtime Stories,Ladybird,4.7,64,342.0,Brought to you by Ladybird.,67.0,Animal Fiction for Children,1
A Clash of Kings: Book 2 of A Song of Ice and Fire,George R. R. Martin,4.6,6888,18149.0,"The complete, unabridged audiobook of A Clash of Kings. ",2232.0,Military Fantasy,1
The Mahabharata Secret,Christopher C. Doyle,4.0,985,836.0,244 BC ,617.0,Contemporary Fantasy,2
"Girl, Woman, Other",Bernardine Evaristo,4.5,2019,888.0,Brought to you by Penguin. ,667.0,African American Literature,1
Measure What Matters: OKRs: The Simple Idea That Drives 10x Growth,John Doerr,4.5,1332,888.0,Brought to you by Penguin.,476.0,Corporate Finance,1
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,4.6,2973,888.0,Brought to you by Penguin. ,374.0,Business & Careers,32
How to Stop Worrying and Start Living,Dale Carnegie,4.5,5012,668.0,Learn how to break the worry habit - now and forever!,582.0,Personal Success,32
Maybe You Should Talk to Someone,Lori Gottlieb,4.7,3484,1328.0,"Ever wonder what your therapist is really thinking? Now you can find out...a hilarious, thought-provoking and surprising new book that takes us behind the scenes of a therapist's world.  ",862.0,Social Scientist & Psychologist Biographies,1
Fire and Blood: 300 Years Before A Game of Thrones (A Targaryen History) (A Song of Ice and Fire),George R.R. Martin,4.4,3724,18149.0,"Set 300 years before A Game of Thrones, an even greater game began, one that set the skies alight with dragon flame and saw the Seven Kingdoms turned to ash.   ",1584.0,Action & Adventure Fantasy,1
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage",Mel Robbins,4.4,2311,668.0,How to enrich your life and destroy doubt in five seconds. ,-60.0,Banks & Banking,999
What Every BODY Is Saying: An Ex-FBI Agent’s Guide to Speed-Reading People,Joe Navarro,4.5,3373,10378.0,He says that's his best offer. Is it? ,439.0,Business Sales,1
The Fountainhead,Ayn Rand,4.2,816,1054.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",1922.0,Crime,103
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,4.6,663,1003.0,"""Indistractable provides a framework that will deliver the focus you need to get results."" (James Clear, author of Atomic Habits)",315.0,Workplace Culture,2
No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind,Daniel J. Siegel,4.7,1758,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Untamed: Stop Pleasing, Start Living",Glennon Doyle,4.7,5217,888.0,Brought to you by Penguin.,502.0,Women Biographies,3
When Breath Becomes Air,Paul Kalanithi,4.6,11485,615.0,"Tackling the agonizing transition from skilled surgeon to bewildered patient, When Breath Becomes Air is an unflinching account of what it means to be betrayed by the body you devoted your life to understanding. ",335.0,Sociology of Death & Dying,1
Who Will Cry When You Die?,Robin Sharma,4.5,5417,469.0,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying)  ",-60.0,Personal Success,999
Caste: The Lies That Divide Us,Isabel Wilkerson,4.8,923,888.0,Brought to you by Penguin.,866.0,Social Classes & Economic Disparity,1
Lok Vyavhar,Dale Carnegie,4.5,1412,668.0,"Dale Carnegie teaches how you can make people like you, win people over to your way of thinking and change people without causing offense or arousing resentment. He also emphasizes fundamental techniques for handling people without making them feel manipulated. Carnegie illustrates his points with anecdotes of historical figures leaders of the business world and everyday folks.",588.0,Personal Success,31
The Obesity Code: Unlocking the Secrets of Weight Loss,Jason Fung,4.7,7534,690.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Selfish Gene,Richard Dawkins,4.6,1881,836.0,"Richard Dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. His theories have helped change the whole nature of the study of social biology, and have forced thousands to rethink their beliefs about life. ",972.0,Genetics,1
A Short History of Nearly Everything,William Roberts,4.6,4297,797.0,Featuring a special introduction written for the audiobook edition and read by the author,-60.0,Vitamins & Supplements,999
The Art of War,Sun Tzu,4.2,9108,333.0,"The 13 chapters of The Art of War, each devoted to one aspect of warfare, were compiled by the high-ranking Chinese military general, strategist, and philosopher Sun-Tzu. In spite of its battlefield specificity, The Art of War has found new life in the modern age, with leaders in fields as wide and far-reaching as world politics, human psychology, and corporate strategy finding valuable insight in its timeworn words. ",67.0,Eastern Philosophy,3
Badi Soch Ka Bada Jadu [The Magic of Thinking Big],David Schwartz,4.5,805,836.0,"Badi Shoch Ka Bada Jadu is the Hindi translation of David J. Schwartz's best seller The Magic of Thinking Big. The author’s point of view is that thinking big is the way to success, that is, thinking positively about oneself. The main stumbling block that prevents many people from succeeding in their life is the smallness or inconsequential nature of their thoughts. Schwartz tries to prove that it is not necessary to have an inherent talent or be an intellectual for attaining success, but there is a need for a person to understand and learn the habit of behaving and thinking in ways by which he or she can reach the top. His book begins with the story of a salesman who is able to sell more, and make more money than his co-salesmen. He is not highly qualified, influential, or smarter than his friends. However, he just decides that he should sell more and eventually he achieves what he wants.",691.0,Personal Success,59
The Great Indian Novel,Shashi Tharoor,4.3,197,879.0,Reinventing yourself is harder when you don’t remember who you were. ,1120.0,Psychological Fiction,1
The Great Gatsby,F. Scott Fitzgerald,4.2,10625,501.0,"Audie Award Finalist, Classic, 2014",289.0,Movie,1
Cosmos,Carl Sagan,4.5,966,1005.0,"Cosmos is one of the bestselling science books of all time. In clear-eyed prose, Sagan reveals a jewel-like blue world inhabited by a life form that is just beginning to discover its own identity and to venture into the vast ocean of space. Featuring a new Introduction by Sagan's collaborator, Ann Druyan, and a new Foreword by astrophysicist Neil deGrasse Tyson, Cosmos retraces the fourteen billion years of cosmic evolution that have transformed matter into consciousness, exploring such topics as the origin of life, the human brain, Egyptian hieroglyphics, spacecraft missions, the death of the Sun, the evolution of galaxies, and the forces and individuals who helped to shape modern science. ",871.0,Atmospheric Sciences,1
